new_words,seconds,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans,valence_trans
island for the i saw asylum so i think the government,120,0,1,1,0,1,0,120,0,0,1,0,1,0,1
should reconsider their decision to accept because they have to,125,0,1,1,0,1,0,125,0,0,1,0,1,0,1
think about the korean first i think,130,0,1,1,0,1,0,130,0,0,1,0,1,0,1
so that the they can make the country more,135,0,1,1,0,1,0,135,0,0,1,0,1,0,1
in your area of the table,145,0,1,1,0,1,0,145,0,0,1,0,1,0,1
i'm just curious that,150,0,1,1,0,1,0,150,0,0,1,0,1,0,1
where do you think the refugee should be taking them,155,0,1,1,0,1,0,155,0,0,1,0,1,1,1
well i mean where do you think the remedy should be taken if it's not pretty cool yeah you,160,0,1,1,0,1,0,160,0,0,1,0,1,1,1
like you want to just shoot him asleep i don't,165,0,1,1,0,1,0,165,0,0,2,0,0,1,1
have any friends but i think i mean they still have,170,0,1,1,0,1,0,170,0,0,2,0,0,1,1
heart this children like no you have solution,175,0,1,1,0,1,0,175,0,0,2,0,0,1,1
i think their own,180,0,1,1,0,1,0,180,0,0,2,0,0,1,1
country so she'll provide the solution like they,185,0,1,2,0,1,0,185,0,1,2,0,0,1,1
profile like a shelter for for the,190,1,2,2,1,1,0,190,1,1,2,0,0,1,2
citizens like a safe shelter and so that they do,195,0,1,2,1,1,0,195,1,1,2,0,0,1,1
not come to order another another country yeah i think that will,200,0,1,2,1,1,0,200,0,0,1,0,0,0,1
be i like yourself if there's like you know that,205,0,1,2,1,1,0,205,0,0,1,0,0,0,1
countries do it under or i can't imagine what it,210,0,1,2,1,1,0,210,0,0,1,0,0,0,1
would be but i recently read that korea has,215,0,1,2,1,1,0,215,0,0,1,0,0,0,1
like their birth rate is getting lower and lower and lower and,220,0,1,2,1,1,0,220,0,0,1,0,0,0,1
so like and they there are,225,0,1,2,1,1,0,225,0,0,1,0,0,0,1
the number of foreigners living here is also there's a showing,230,1,2,2,1,1,0,230,1,1,2,0,0,1,2
of ingress ingress right so it's like i think,235,0,1,2,0,1,0,235,0,1,2,0,1,0,1
korea should start accepting that they are should be more exposed,240,0,1,1,0,1,0,240,0,0,1,0,1,0,1
to international i mean like other,245,0,1,1,0,1,0,245,0,0,1,0,1,0,1
other other,250,0,1,1,0,1,0,250,0,0,1,0,1,0,1
people other everyone at this korean guess like they,255,0,1,1,0,1,0,255,0,0,1,0,1,0,1
start interest in korean and also during which also,260,0,1,1,0,1,0,260,0,0,1,0,1,0,1
curious one of the their destination,265,0,1,1,0,1,0,265,0,0,1,0,1,0,1
for refugee and that and also because of this issue,270,0,1,1,0,1,0,270,0,0,1,0,1,0,1
actually like the the other parts of the world like the other countries see korea is like resist,275,0,1,1,0,1,0,275,0,0,1,0,1,0,1
or semicolon come here yeah so yeah i mean,280,0,1,1,0,1,0,280,0,0,1,0,1,0,1
it's not good for korea i'm like that,285,0,1,1,0,1,0,285,0,0,1,0,1,0,1
international outside of their country,290,0,1,1,0,1,0,290,0,0,1,0,1,0,1
like you say that there are already many foreigners,295,0,1,1,0,1,0,295,0,0,1,0,1,0,1
that the already live here in korea it's still a little but it increased,300,0,1,1,0,1,0,300,0,0,1,0,1,0,1
little by little hey and now it with the number of refugees,305,0,1,1,0,1,0,305,0,0,1,1,1,1,1
i think they're already a lot of foreigners and koreans i think it's normal,310,0,1,1,0,1,0,310,0,0,1,1,1,1,1
for for the people to protect their culture so that they don't mix with,315,0,1,1,0,1,0,315,0,0,1,1,1,1,1
another foreigner culture,320,0,1,1,0,1,0,320,0,0,1,1,1,1,1
right so you don't want to,325,0,1,1,0,1,0,325,0,0,1,0,0,1,1
it is normal for two people to like protect first to protect your culture and then also,330,0,1,2,1,1,0,330,0,0,1,0,0,1,1
i think they argue also about the safety,335,0,1,1,1,1,0,335,0,0,1,0,0,1,1
of the korean citizens like there's a killing,340,0,1,1,1,1,0,340,0,0,1,0,0,1,1
or right only korean woman speaking of safety,345,0,1,1,1,1,0,345,0,0,1,0,0,1,1
it doesn't it doesn't guarantee that if this country only consists of,350,0,1,1,1,1,0,350,0,0,1,1,1,1,1
real all these koreans it very the safety,355,0,1,1,1,1,0,355,0,0,1,1,1,1,1
because as you know there's a there are some cases like,360,0,1,1,1,1,0,360,0,0,1,1,1,1,1
women being raped at night by a little like the case in the how,365,1,2,2,1,1,0,365,1,1,2,0,0,0,2
i think i heard the news about the and like people a woman being killed in real number is some,370,1,2,2,1,1,0,370,1,1,2,0,0,0,2
some man and then also the reason issue,375,0,1,1,1,1,0,375,1,0,2,0,0,0,1
about the you know the spy cam in the exact way so it doesn't,380,0,1,1,1,1,0,380,0,0,1,0,1,0,1
even if it doesn't guarantee that this the,385,0,1,1,1,1,1,385,0,0,1,0,1,1,1
koreans also i mean just even just if there's only the screen and then,390,0,1,1,1,1,1,390,0,0,1,0,0,1,1
doesn't guarantee safety so i think it's you can just,395,0,1,1,1,1,1,395,0,2,1,0,0,1,1
have a stereotypical prejudice of outsiders to to like they're going to,400,0,1,2,1,1,1,400,0,2,2,1,0,1,1
be like a terrorist or or like being terrorists or criminals i think we yeah i don't think it's,405,0,1,2,1,1,1,405,0,0,2,1,0,1,1
right to just judge someone just because we different,410,0,1,2,1,1,1,410,0,0,2,1,0,1,1
just because we have for dinner yeah so,415,0,1,2,1,1,1,415,0,2,2,1,0,1,1
but you,420,0,1,2,1,1,1,420,0,0,2,1,0,1,1
well i think the one that you should consider is the,425,0,1,2,1,1,1,425,0,0,2,1,0,1,1
again the entry increased number of the refugee the 552,430,0,1,1,1,1,1,430,0,0,2,1,0,1,1
the keep increasing until now and also i think it will,435,0,1,1,1,1,1,435,0,0,2,1,0,1,1
be more game in the next year 2020,440,0,1,1,1,1,1,440,0,0,2,1,0,1,1
it's not the 500 people it's not always like,445,0,1,1,1,1,1,445,1,1,2,1,0,1,1
they're ready to do the to pick job site,450,0,1,1,1,1,1,450,0,1,2,1,0,1,1
there are so white women and children right so i think that,455,0,1,1,1,1,1,455,0,0,2,1,0,1,1
that population will we will be,460,0,1,1,1,1,1,460,0,0,2,1,0,1,1
like influence to be,465,0,1,1,1,1,1,465,0,0,2,1,0,1,1
the feel like the looking,470,0,1,1,1,1,1,470,0,1,2,1,0,1,1
so fly you know like like this government you'll provide the you know you're at they,475,0,1,1,1,1,1,475,0,1,2,0,1,1,1
apply and subside a i think,480,0,1,1,0,1,0,480,0,0,1,0,0,0,1
the inverse number will will significantly,485,0,1,1,0,1,0,485,1,1,2,0,0,0,1
significantly like butter the performer just apply,490,0,1,1,0,1,0,490,0,0,1,0,0,0,1
it are you,495,0,1,1,0,1,0,495,0,0,1,0,0,0,1
read that in one of the articles here that the korea actually,500,0,1,1,0,1,0,500,0,0,1,0,0,0,1
provide prevent like a settlement program for a north korean defectors,505,0,1,1,0,1,0,505,0,0,1,0,0,0,1
that coming to accept escaping from north korea to south korea but why can't,510,0,1,1,0,1,0,510,0,0,1,0,0,0,1
they do the same for for refugees be just because they look me from,515,0,1,1,0,1,0,515,0,0,1,0,0,0,1
i really i read that whatever yeah it's,520,0,1,1,0,1,0,520,0,0,1,0,0,0,1
fine why so because,525,0,1,1,0,1,0,525,0,0,1,0,0,0,1
like they also deal to provide some settlement like how to do,530,0,1,1,0,1,0,530,0,0,1,0,0,0,1
okay the first are maybe you cannot understand,5,0,2,1,0,0,0,5,1,0,1,0,1,0,2
my sentence or statement because and maybe it myself,10,0,2,1,0,0,0,10,1,0,1,0,1,0,2
i'm not very good at english and i'm the president so,15,1,2,1,0,0,0,15,1,1,1,0,0,0,2
if we can understand that ask me yes i,20,1,2,1,0,0,0,20,1,1,1,0,0,0,2
agree with the issue of germany's refugee acceptance,25,1,2,1,0,0,0,25,0,0,1,0,1,0,2
with main three regions the fir first,30,1,2,1,0,0,0,30,0,0,1,0,1,0,2
i think there's no reason why we have to,35,0,2,1,0,0,0,35,0,0,0,0,1,0,2
designate specific country people why yemen is how about others,40,1,2,1,0,0,0,40,0,0,0,0,1,0,2
or chinese or japanese or other east asian europeans,45,1,2,0,0,0,0,45,0,0,0,0,1,0,2
americans so i think there's no proper reason,50,1,2,0,0,0,0,50,0,0,0,0,1,0,2
in that issue and second although public opinion is also important,55,1,2,0,0,0,0,55,0,0,0,0,0,0,2
but yemen is refugee heaven,60,1,2,1,0,0,0,60,0,0,0,0,0,0,2
cause critical issues before you in korea in myself,65,1,2,1,0,0,0,65,0,0,0,0,0,0,2
yeah and finally from a legal point of view korea,70,1,2,1,0,1,0,70,2,0,0,0,0,0,2
i mean joke our country defined in the constitution,80,1,2,1,0,0,0,80,2,0,0,0,0,0,2
is a multicultural country if we prohibit,85,1,2,1,0,0,0,85,2,0,0,0,0,0,2
them then it is against the constitution,90,1,2,1,0,0,0,90,0,0,0,0,0,0,2
constitution against humble yes so,95,1,2,1,0,0,0,95,0,0,0,0,0,0,2
because of these reasons i agree with,100,1,2,1,0,0,0,100,0,0,0,0,0,0,2
refugee acceptance,105,1,2,1,0,0,0,105,0,0,0,0,0,0,2
one thing that i,115,1,2,1,0,0,0,115,0,0,0,1,0,0,2
couldn't really understand this referring to chinese and japanese so like,120,0,2,0,0,0,0,120,0,0,0,0,0,0,2
the definition of refugees or,125,0,2,0,0,0,0,125,1,0,0,0,1,0,2
refuges are supposed to be refugees because they have certain problems,130,0,2,0,0,0,0,130,1,0,0,0,1,0,2
in their countries that were or religious problems but then in,135,0,2,0,0,0,0,135,1,0,0,0,1,0,2
japan there are some problems in china and,140,0,2,0,0,0,0,140,1,0,0,0,1,0,2
those people can like apply for being korean refugees,145,0,2,0,0,0,0,145,1,0,0,0,1,0,2
but i don't know about any water or religious problems,150,0,2,0,0,0,0,150,1,0,0,0,1,0,2
in japan so and many other like european countries it's mostly the middle,155,0,2,0,0,0,0,155,1,0,0,0,1,0,2
is two countries that have were and refugee problem,160,0,2,0,0,0,0,160,1,2,0,0,1,0,2
so there,165,0,2,0,0,0,0,165,1,0,0,0,1,0,2
one of the main reason that i disagree with accepting refugees is that,170,0,2,0,0,0,0,170,1,0,0,0,1,0,2
the problem in yemen and many other countries that like syria,175,0,2,0,0,0,0,175,1,0,0,0,1,0,2
it's mostly the problem of religion and,180,0,2,0,0,0,0,180,1,0,1,0,0,0,2
so this religious problem is due to islam and like islam has mainly two,185,0,2,0,0,0,0,185,1,0,1,0,0,0,2
groups sunnis and shiites as far as i remember and these two groups are,190,0,1,0,0,0,0,190,1,0,1,0,1,0,1
fighting each other but then the saudi saudi arabia and,195,0,1,0,0,0,0,195,1,0,1,0,0,0,1
many other middle is confused horribly who have national,200,0,1,0,0,0,0,200,1,0,1,0,0,0,1
religion of islam or not accepting refugees when they are the main,205,0,1,0,0,0,0,205,1,0,1,0,0,0,1
cause of the so i don't think like,210,0,1,0,0,0,0,210,1,0,1,0,0,0,1
it when islam's or lot of sex with instruments,215,0,1,0,0,0,0,215,1,0,1,0,0,0,1
today some christians in greek,220,0,1,0,0,0,0,220,1,0,1,0,0,0,1
can you i don't understand the meaning of religious,225,0,1,0,0,0,0,225,1,0,1,0,0,0,1
okay and first u.s.,230,0,1,0,0,0,0,230,1,0,1,0,1,0,1
mentioned that refugees the definition of refugees,235,0,1,0,0,0,0,235,1,0,1,0,1,0,1
not obvious right,240,1,2,1,0,0,0,240,1,0,0,0,1,0,2
in myself in constitution,245,1,2,1,0,0,0,245,1,0,0,0,0,0,2
there is no different there's no evidence why we,250,1,2,1,0,0,0,250,0,2,0,0,0,1,2
differentiate,255,0,2,0,0,0,0,255,2,0,0,0,0,0,2
people are between refugee and others so,260,0,2,0,0,0,0,260,2,0,0,0,0,0,2
i think refugee yemen is refugee should be there,265,1,2,0,0,0,0,265,2,0,0,0,0,0,2
with compared with same,270,0,2,0,0,0,0,270,2,0,0,0,0,0,2
have yeah i mean yeah,275,0,2,0,0,0,0,275,0,0,0,0,0,0,2
like so the first reason why disagree with accepting refugees,290,0,2,0,0,0,0,290,0,0,0,0,0,0,2
as because of like many other islamic countries are not accepting refugees,295,0,2,0,0,0,0,295,2,0,0,0,0,0,2
and the second reason is that like islam is although it's,300,0,2,0,0,0,0,300,2,0,0,0,0,0,2
getting a bit better islam is still a very sexist religion,305,0,2,0,0,1,0,305,2,0,0,0,0,0,2
and and islam woman is treated like,310,0,2,0,0,1,0,310,2,0,0,0,0,0,2
a property of man i think but when a man is speed refuges,315,0,1,0,0,0,0,315,0,0,0,0,0,0,1
come to korea they still holds that idea in their mind and,320,0,1,0,0,0,0,320,0,0,0,0,0,0,1
so before but then korea accepted them before going through like,325,0,1,0,0,0,0,325,1,0,0,0,0,0,1
lecture like before educating them about why,330,0,1,0,0,0,0,330,0,0,0,0,0,0,1
like man and woman should be treated equally and so with,335,0,1,0,0,0,0,335,1,0,0,0,0,0,1
that idea might that woman is a property of matter i,340,0,1,0,0,0,0,340,1,0,0,0,0,0,1
believe that many yemenis people who might cause of problems in korea,345,0,1,0,0,0,0,345,1,0,0,0,0,0,1
in jeju island and yeah,350,0,1,0,0,0,0,350,1,0,0,0,0,0,1
i guess your prediction right that's true,355,0,1,0,0,0,0,355,1,0,0,0,0,0,1
so i mention that,360,0,1,0,0,0,0,360,1,0,0,0,0,0,1
state that issues in second reason,365,0,1,0,0,0,0,365,1,0,0,0,0,0,1
and like my second reason was there's no reason why we the second reason and like my second reason was there's no reason why we,370,0,1,0,0,0,0,370,1,0,0,0,1,0,1
treat sorry the,375,0,1,0,0,0,0,375,1,0,0,0,0,0,1
yemenis refugees haven't caused critical research paper so the prediction is,380,0,1,0,0,0,0,380,1,0,0,0,0,0,1
that relation are in myself,385,0,1,0,0,0,0,385,1,0,0,0,0,0,1
countries yeah but islam countries,395,0,2,1,0,0,0,395,0,0,0,0,0,0,2
and in myself in my opinion it's one countries and korea is different,400,0,2,1,0,0,0,400,0,0,0,0,1,0,2
or different because,405,0,2,1,0,0,0,405,0,0,0,0,0,0,2
eligius regions regions are korea in korea prepare have three right,410,1,2,1,0,0,0,410,0,0,0,0,0,0,2
to choose any religion but in islam countries,415,0,2,1,0,0,0,415,0,0,0,0,0,0,2
they do they can't and other,420,0,2,1,0,0,0,420,0,0,0,0,0,0,2
primary bigger point of view there's,425,1,2,1,0,0,0,425,0,0,0,0,0,0,2
very very different laws in each country yes,430,1,2,1,0,0,0,430,0,0,0,0,0,0,2
so their country their cultures are different they're such thinking is different,435,0,2,1,0,0,0,435,0,0,0,0,0,0,2
so that reason is the proper in myself,440,0,2,1,0,0,0,440,0,0,0,0,0,0,2
i agree with your idea that,445,0,2,1,0,0,0,445,0,0,0,0,0,0,2
like if there are refugees coming over to korea because they,450,0,2,1,0,0,0,450,0,0,0,0,0,0,2
if they are treated unfairly in religion then they should,475,0,2,1,0,0,0,475,0,0,0,0,0,0,2
be accepted as koreans i mean they should be accepted in refugees as refugees in korea,480,0,2,1,0,0,0,480,0,0,0,0,0,0,2
but then these yemenis people or not that case like they do to korea,485,0,2,1,0,0,0,485,0,0,0,0,0,0,2
because of the war but then the problem is that the world was created like door was,490,1,2,1,0,0,0,490,0,0,0,0,0,0,2
closed by the islam's fighting over but then korea is not an islamic country so,495,1,2,0,0,0,0,495,0,0,0,0,0,0,2
i believe,500,0,2,0,0,0,0,500,0,0,0,0,0,0,2
like most have what's the,505,0,2,0,0,0,0,505,0,0,0,0,0,0,2
most have some responsibilities,510,0,2,0,0,0,0,510,0,0,0,0,0,0,2
of these refugees but then they're not taking any responsibility so like why does,515,0,2,0,0,0,0,515,0,0,0,0,0,0,2
korea have to take the responsibility like most high most have some responsibility of these refugees but then they're not taking any responsibility so like why does korea have to take the responsibility okay,520,0,2,0,0,0,0,520,1,0,0,0,0,0,2
yeah in some point i agree with your opinion,530,0,2,0,0,0,0,530,1,0,0,0,0,0,2
and your statement is real good,535,0,2,0,0,0,0,535,0,0,0,0,0,0,2
good in myself but from in,540,0,2,0,0,0,0,540,1,0,0,0,0,0,2
beaker respect the respect you have to suggest,545,0,2,0,0,0,0,545,1,0,0,0,0,0,2
